,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,Profile
836,Emily Austell,5659088,36,66,59,5,4,4,0,2,5,39,55,77,4
837,Marion Geraldo,98525100,22,20,96,5,2,3,2,2,3,25,62,69,4
838,David Pinedo,65373484,59,16,25,3,4,9,3,6,3,60,71,30,2
839,Doris Diaz,89741832,33,42,54,6,5,3,2,8,5,75,56,57,0
840,Christopher Beauvais,25337159,105,0,28,5,8,11,7,7,3,56,62,96,0
841,Clarence Johnson,10878491,86,43,43,5,4,2,3,4,3,60,75,70,2
842,David Sloan,42851706,50,34,40,4,2,5,5,6,9,72,81,66,3
843,Millard Magee,70070656,26,80,,3,6,0,3,5,3,75,74,42,0
844,Mitchell Wendt,16068669,45,18,46,5,3,4,5,5,4,76,53,63,0
845,Harold Davis,90067012,22,10,1,3,0,0,1,5,2,87,63,54,0
846,Beverly Black,56800499,69,64,6,9,2,9,2,6,3,52,62,69,5
847,Anna Spencer,99942404,22,46,47,3,6,3,2,6,2,79,78,77,1
848,Mark Iglesia,16056837,47,57,43,2,5,0,3,4,2,55,80,75,2
849,Naomi Tolbert,54112582,43,81,0,7,4,7,5,7,2,50,83,78,5
850,Julio Loken,90037194,18,89,19,6,3,5,5,6,3,65,65,88,5
851,Lanie Wendt,44428737,34,27,21,0,6,3,4,6,5,38,83,67,2
852,Margaret Overton,34052813,10,10,31,0,3,5,6,4,3,85,81,68,1
853,Tami Hernandez,24489721,33,55,20,2,2,2,8,0,3,79,74,62,3
854,Shaun Ruiz,42813278,53,32,22,5,4,6,3,5,6,63,77,60,3
855,Molly Stewart,22126297,39,37,19,6,3,6,8,4,7,73,65,61,4
856,Kyra Price,48274909,30,27,35,5,1,4,5,3,7,97,79,88,3
857,Paul Cruz,10699643,26,43,46,3,1,4,6,3,5,56,87,78,1
858,Paula Foresta,5450941,7,17,64,5,4,4,2,1,5,79,87,74,4
859,Anna Provencher,60253648,0,65,70,3,4,5,3,6,3,71,65,47,2
860,Jutta Bugg,58081767,52,86,26,5,4,0,2,8,1,67,70,85,1
861,Williams Vassar,80155609,41,83,20,7,3,4,7,5,2,61,37,65,5
862,Maureen Fico,46968772,23,34,56,0,4,7,0,3,3,,87,89,4
863,Beverly Hollingsworth,74989876,28,53,54,1,6,1,3,5,2,48,64,68,2
864,Darleen Ortiz,30697287,75,33,45,3,8,2,6,5,5,59,52,51,0
865,Juan Sadler,44663802,0,46,39,2,2,6,6,3,7,74,94,80,3
866,Victor Geppert,64774053,48,45,37,4,5,4,2,4,2,58,68,42,2
867,Patricia Rosado,20691090,45,25,9,4,5,3,2,3,3,73,62,60,0
868,Carmen Briney,7735354,43,36,77,2,4,2,5,2,3,54,48,79,5
869,Raphael Williams,45765502,37,25,18,1,3,2,2,6,3,52,61,89,4
870,Kimberly Spencer,72108840,29,56,60,5,4,2,3,3,3,74,80,70,1
871,Rita Dobbs,46628920,67,0,40,5,6,7,3,4,2,63,54,79,0
872,Sallie Robinson,71609034,57,36,49,2,3,6,6,1,1,47,70,64,4
873,Darrell Patel,92617073,0,0,60,2,8,5,1,9,0,83,55,74,1
874,Evelyn Mitchell,87503665,50,28,22,6,4,5,2,5,5,77,72,77,3
875,May Corbett,56262887,50,79,0,4,4,4,1,4,5,73,65,52,1
876,Lauren Watanabe,18154167,21,16,53,0,3,6,6,5,1,59,76,61,4
877,Matthew Dunnaway,70552047,22,34,34,1,4,4,4,6,4,87,98,81,1
878,Richard Murrell,8245357,53,37,47,3,2,0,2,2,2,59,38,43,0
879,Franklin Brewer,3025068,58,0,0,1,1,0,11,3,3,71,93,64,3
880,Robert Garcia,26536557,37,48,60,3,5,1,5,3,2,69,61,52,0
881,Robert Slade,17843701,53,63,36,5,1,0,4,5,4,71,92,90,1
882,James Keller,94534642,25,8,6,0,8,3,4,5,2,87,75,74,0
883,Wayne Sargent,27559439,89,54,12,9,2,7,3,4,3,65,61,81,5
884,Norman Gendreau,71923780,47,49,29,4,4,3,1,1,6,58,73,91,4
885,Brian Robinson,75950239,41,81,68,6,5,2,4,5,1,63,58,55,2
886,Thomas Loomis,18152863,68,0,71,3,6,2,2,2,3,53,80,92,5
887,Charles Chan,19531826,0,68,44,5,2,5,6,2,1,76,73,67,3
888,Douglas Williams,59721763,48,48,31,2,2,4,6,4,6,64,77,71,3
889,Jason Hager,20185757,57,62,21,8,4,4,5,4,0,61,59,72,5
890,Bradley Walla,306401,28,0,64,1,2,2,0,4,2,55,67,58,2
891,Samuel Looney,76439975,49,78,20,5,4,1,7,7,2,69,42,76,5
892,Teresa Traub,41601697,14,36,0,2,4,0,2,3,4,83,71,50,0
893,Beverly Rathbun,84737762,35,38,1,9,7,5,5,4,3,62,57,54,3
894,James Jordan,65125879,24,51,41,4,5,7,0,1,4,50,68,85,4
895,John Burchinal,93838536,38,32,31,5,7,5,3,6,2,78,72,69,0
896,August Ramirez,26856779,38,53,35,6,3,0,3,6,3,64,64,81,1
897,Doris Trell,33845716,17,29,25,8,2,5,7,4,6,86,68,80,3
898,Thomas Wyrick,87278437,59,93,45,3,2,7,2,4,3,55,57,54,3
899,Lauren Riley,2795113,9,50,19,0,3,3,0,4,4,,79,65,1
900,John Hogan,67530676,16,24,25,2,3,3,6,5,2,84,63,68,1
901,Jo Hursey,39640899,30,27,63,2,3,6,6,2,6,60,82,62,1
902,Linda Burdette,19269167,14,51,33,2,6,1,3,5,3,85,84,59,0
903,Heather Lee,80184660,38,87,75,3,5,3,5,6,2,68,41,63,5
904,Charles Wunderlich,12181557,13,27,61,2,4,0,2,7,6,36,78,81,2
905,Vera Tolbert,89264064,37,49,49,3,2,4,2,6,1,59,46,52,1
906,Shawn Mcelroy,59716843,54,92,32,4,10,2,8,3,1,78,61,74,2
907,Alex Nelson,84315229,88,23,31,7,5,4,2,8,0,55,77,46,5
908,Charlotte Brown,27011392,60,10,72,0,5,,5,7,1,58,56,76,0
909,Charles Clark,61732445,59,0,42,2,7,3,2,4,1,60,59,57,2
910,Dollie Pyle,43499827,35,40,3,5,3,6,3,5,2,52,81,68,5
911,Eugene Perry,3706467,37,38,35,2,3,1,0,2,1,67,54,50,0
912,Arthur Luera,44488287,12,19,6,1,3,0,4,5,4,87,77,63,0
913,Dionna Burton,28306078,37,38,40,2,6,1,5,7,3,77,65,57,0
914,Ronald Clasen,11504614,42,59,23,4,4,3,2,5,2,77,67,50,0
915,Robert Bradford,21066711,0,0,82,0,0,7,1,9,4,65,52,45,2
916,Warren Rivera,54503025,23,21,12,1,3,1,0,5,4,70,39,78,0
917,Alicia Jones,33349022,9,44,35,2,7,1,1,4,3,34,95,51,2
918,Vivian Wiker,45034818,25,50,45,5,5,0,5,5,5,71,92,95,1
919,Patricia Rafter,93673406,38,46,0,5,4,3,4,5,0,63,48,57,5
920,Kathryn Bond,31529320,81,67,72,0,4,6,1,4,3,36,88,,4
921,Michael White,47900300,0,25,69,0,4,4,1,6,0,95,92,82,1
922,Tiffany Palacios,3759686,25,43,23,7,2,9,0,1,4,57,88,99,5
923,Brett Kresge,63058158,48,33,22,7,3,6,3,4,7,84,78,70,3
924,Horace Daly,26837651,33,55,30,4,3,5,3,6,0,71,53,59,1
925,Simone Boose,97331000,80,67,22,3,1,4,6,3,4,73,66,64,1
926,Jose Keen,87084720,42,67,60,3,3,1,3,5,3,49,69,68,2
927,Steven Necaise,70062909,10,61,50,5,3,5,4,4,6,71,76,70,3
928,George Rohrs,51557094,31,38,31,5,2,2,3,7,5,85,41,52,0
929,Amanda Castro,76361570,67,40,46,4,5,3,3,3,2,58,49,50,0
930,Robert Hutchinson,49721907,58,31,18,7,2,7,2,4,4,58,78,88,5
931,Eric Respress,37273280,53,19,35,5,0,8,0,4,5,60,69,77,5
932,Maureen Lynch,33412746,49,36,16,3,10,3,5,5,6,76,76,62,0
933,Leslie Phelps,34212478,51,23,0,2,6,3,2,1,4,73,51,52,0
934,Tina Christopher,60189225,46,13,9,3,7,2,4,4,5,75,76,64,0
935,John Larson,94945029,66,42,50,5,4,5,1,2,2,66,47,80,5
936,Michelle Mintz,17105636,46,56,20,4,5,4,6,6,2,48,58,62,5
937,Mary Clark,64831569,56,52,43,6,3,8,3,3,6,36,72,76,5
938,Chad Thompson,13023446,12,19,41,2,3,4,4,3,3,60,85,76,4
939,Benny Gowers,32665891,47,0,35,1,4,3,0,6,4,30,85,55,2
940,Michael Monahan,9779039,53,32,29,1,7,8,6,5,2,74,58,46,2
941,Larry Davis,38002078,12,42,50,2,1,3,6,5,5,77,89,81,3
942,James Boscio,69865955,42,60,42,5,2,0,0,3,6,60,63,70,1
943,Carl Barra,87532770,45,0,53,3,4,3,7,4,2,66,53,78,0
944,Robin Post,21955928,25,41,58,2,2,2,2,6,3,70,80,81,1
945,Gladys Larose,13279294,34,63,38,1,1,0,8,4,1,54,67,79,3
946,Philip Biros,58522513,35,17,39,0,3,5,6,6,0,52,49,54,4
947,Katrina Marshall,82854675,22,58,45,2,4,2,3,7,3,56,70,70,2
948,Albert Bobrow,99518620,54,20,29,1,4,4,2,8,0,71,60,70,0
949,Paulina Love,89387919,64,43,41,4,3,6,3,5,4,49,60,61,5
950,Jon Dillon,27030149,43,46,49,3,1,1,7,7,0,80,90,95,1
951,Jeffrey Pearl,54315782,11,77,43,4,3,2,11,2,4,57,57,71,3
952,Jean Aviles,55806552,39,37,30,2,0,2,0,4,1,73,33,47,0
953,Ida Tellez,19308274,11,38,25,5,6,5,2,3,3,62,93,75,3
954,Rosa Blatt,8104339,13,18,26,8,4,6,4,6,7,81,80,69,3
955,Janice Bedard,73410508,13,8,74,1,3,7,1,6,2,62,80,70,4
956,Mabel Ketron,3426984,22,54,68,5,5,7,2,5,2,67,60,19,2
957,Jason Brown,96477793,33,1,32,0,1,0,1,3,0,70,71,,0
958,Nell Cassidy,43866021,48,54,50,3,1,0,7,4,5,71,89,95,1
959,Annette Apolo,97604467,16,41,22,1,3,0,0,6,2,86,59,49,0
960,Tracy Candelario,41243038,54,13,61,2,3,1,0,6,3,21,62,52,2
961,Lloyd Rowe,17932220,62,15,72,5,11,6,5,8,3,62,61,78,0
962,Brian Dillon,4560501,15,70,9,3,2,0,0,5,4,69,65,80,1
963,Ashley Craghead,40779806,49,51,24,4,8,3,3,4,3,61,83,98,4
964,Norma Patty,43649463,40,36,25,1,6,2,1,6,2,76,60,57,0
965,Jennifer Lee,67507146,37,38,50,3,4,7,2,1,3,52,82,76,4
966,James Rave,54055571,43,34,28,2,5,3,3,6,2,76,70,65,5
967,John Puleio,89184553,16,50,26,5,2,7,2,3,4,77,78,69,2
968,Matthew Prior,77177447,7,13,31,3,1,5,3,3,3,58,51,63,4
969,Eric Colangelo,92637547,85,32,25,2,8,6,3,6,6,60,37,55,0
970,Barbara Vanduzer,76473363,0,44,45,0,5,6,5,7,3,52,55,49,2
971,Nicole Hudson,21009327,45,59,27,3,2,3,2,7,0,70,64,59,1
972,James Kehres,6268997,0,47,72,2,2,2,2,8,4,38,72,61,2
973,Margaret Hughes,44270711,50,31,0,2,2,2,7,1,3,74,77,81,3
974,Julie Robinson,49216309,0,2,43,0,4,1,4,4,5,95,83,92,1
975,Larry Szymanski,34631767,43,56,52,5,4,3,7,3,5,46,57,87,5
976,Enoch Givens,52321719,14,55,51,2,6,0,2,6,2,50,83,68,2
977,Marjorie Hunt,92703650,0,0,3,0,3,5,5,3,3,50,58,76,4
978,Selma Ehrhardt,5004575,0,18,56,0,1,4,3,10,5,41,65,68,2
979,Charles Hill,39707066,22,20,42,2,4,6,1,5,3,56,64,37,2
980,Matthew Patterson,31952990,0,74,30,2,7,0,5,6,4,51,77,87,2
981,Kenneth Burlock,30313533,83,34,9,6,2,4,6,1,5,89,59,73,3
982,Jonathan Blair,38666959,16,19,49,3,0,7,2,3,3,58,66,63,4
983,Keith Lingenfelter,67506276,43,60,48,5,2,4,6,6,4,57,56,70,3
984,Daniel Hart,82403540,62,45,9,4,7,2,4,1,6,64,63,46,0
985,Tami Isham,42884750,40,68,53,5,3,6,3,2,8,85,63,79,3
986,Gloria Wagner,91332508,61,47,34,4,1,5,7,5,6,71,65,58,3
987,Peter Hernandez,33872648,47,0,38,5,6,4,6,5,5,76,63,74,0
988,Jimmy Hodde,97156681,43,47,29,7,2,6,0,4,2,68,62,81,5
989,Amber Tanaka,8486058,20,33,20,7,3,5,7,3,4,74,71,64,3
990,Daniel Whatley,82354061,63,23,23,3,4,3,3,3,0,64,67,59,0
991,Walter Moore,86265506,49,57,70,2,6,0,5,5,1,67,38,61,5
992,Tyrone Graham,67123099,22,19,63,5,2,6,6,1,3,80,73,53,4
993,Erik Mazur,92339851,61,80,26,3,3,3,1,4,5,72,74,68,1
994,Norma Morales,58464941,39,72,23,3,4,1,7,0,0,65,59,70,3
995,Craig Blakely,67393480,59,35,18,7,2,8,1,4,3,48,69,68,5
996,Gary Perez,91234422,27,75,57,5,5,1,4,5,4,58,79,76,2
997,Mina Peterson,84874837,12,34,3,1,4,6,0,7,2,64,48,49,1
998,Janet Buckley,92128265,63,40,46,5,2,6,5,3,4,50,53,72,5
999,Johnny Turner,23102925,54,39,29,5,3,4,4,5,2,60,49,62,5
1000,Debbie Day,24116377,45,54,26,6,4,5,3,5,1,60,65,65,5
1001,Christopher Pahl,80212348,53,35,50,4,5,2,3,5,1,64,42,50,5
1002,Fred Acker,59080583,103,87,31,4,0,1,0,10,0,38,35,74,1
1003,Ida Boyd,52264000,38,0,47,2,3,2,2,7,4,41,73,76,2
1004,Anna Morton,16856398,45,75,15,3,4,8,1,4,2,68,82,53,1
1005,Charles Makris,53129480,57,18,42,3,5,4,2,5,1,50,63,49,5
1006,Sandra Caudle,65059826,54,68,82,7,4,9,2,1,2,57,90,71,4
1007,Granville Thornbury,43851952,78,0,58,2,6,10,5,9,2,60,42,89,0
1008,Mary Johnson,48921285,41,12,6,3,6,3,3,6,4,84,77,72,0
1009,James Carver,80008520,92,2,0,2,5,7,4,4,2,64,41,65,0
1010,William Fairbank,63764862,20,71,47,3,5,4,6,5,4,76,77,72,2
1011,Ruby Mcginnis,94195194,47,53,37,5,3,1,6,2,4,74,63,62,4
1012,Roger Delreal,73911230,38,56,34,4,2,5,4,1,4,77,69,84,3
1013,Ruth Ramirez,53097746,55,38,28,5,3,5,1,1,4,63,57,94,5
1014,Misty Wall,62745967,57,84,6,4,0,5,3,6,1,53,70,63,1
1015,Elizabeth Jefferies,54564208,59,59,14,8,0,7,2,1,4,72,55,100,5
1016,Jason Koziel,10150715,32,67,51,4,6,3,2,3,2,43,61,41,2
1017,Richard Stephenson,13725103,0,41,40,9,2,10,3,2,6,95,69,87,3
1018,Thomas Rodrigues,5084498,17,56,38,7,2,7,4,3,5,80,52,87,3
1019,Louise Johnson,95309268,57,61,44,4,5,4,3,4,1,65,55,76,5
1020,James Neptune,31909632,54,52,91,5,4,4,4,2,3,54,76,62,4
1021,Audrey Place,19641611,25,29,43,3,2,5,3,3,5,64,65,69,4
1022,Sharon Moran,28741088,26,43,43,4,5,3,2,5,5,46,83,58,2
1023,Dorothy Murley,53620564,0,104,81,5,5,0,1,4,4,55,84,54,2
1024,Betty Guthrie,69780422,44,13,78,1,2,5,0,0,3,61,34,73,5
1025,Louise Mcnamara,61488625,69,85,52,5,6,5,3,8,0,69,96,82,1
1026,Christina Whitt,72884997,37,59,15,5,4,6,3,5,2,54,67,62,5
1027,Javier King,77046427,52,13,11,5,7,2,5,2,5,65,83,69,0
1028,Thomas Thomas,19825381,26,70,38,7,2,8,4,2,5,81,58,58,3
1029,Maria Franklin,62560231,82,27,31,7,6,4,5,5,1,44,68,63,5
1030,Malcolm Ellis,64112972,0,74,44,5,2,0,0,6,3,92,63,29,0
1031,Maria Strode,64734445,32,49,25,5,4,4,8,6,7,53,68,57,3
1032,Tamera Morgan,8647900,34,35,38,7,5,2,6,4,4,84,79,64,0
1033,Joey Threatt,39727528,20,46,34,4,1,2,4,3,2,89,86,76,1
1034,Christopher Douglas,24634172,28,48,26,6,4,5,4,2,6,85,68,81,3
1035,John Marlin,11162742,0,2,41,0,2,7,3,5,2,79,78,67,4
1036,Wendy Gotto,66940535,46,12,22,2,6,1,4,7,3,75,70,68,0
1037,Alan Marquis,20408880,25,25,43,2,1,5,6,3,1,37,49,50,4
1038,Cory Taylor,15274152,37,64,25,1,0,2,3,3,5,63,84,78,1
1039,William Tolles,37064338,65,45,79,4,1,7,6,0,7,40,62,94,5
1040,Phyllis Ramirez,49906266,63,67,45,6,2,8,4,4,5,52,54,85,5
1041,Martin Branson,31593960,8,45,18,3,3,0,3,4,5,88,69,49,0
1042,Linda Therrien,60619107,44,41,48,3,5,2,4,4,4,68,73,80,2
1043,Michael Anthony,70860575,73,95,24,4,1,6,5,5,0,59,62,57,1
1044,Timothy Cokely,54037114,39,41,47,3,1,0,5,2,9,52,84,89,1
1045,Madeleine Merrick,41608339,15,48,38,8,3,6,5,1,4,88,62,87,3
1046,Mary Williams,11328198,29,32,32,5,1,2,5,2,2,88,90,85,3
1047,Micheal Miller,35791736,52,0,23,1,7,4,5,5,2,68,75,84,0
1048,Ariana Steele,21577866,38,27,62,6,2,1,0,6,5,38,87,59,2
1049,Michael Israel,91303937,47,54,39,6,7,4,3,3,3,69,77,47,2
1050,William Cunningham,25850288,26,33,49,4,3,6,4,2,3,66,65,57,4
1051,Garth Rivera,73727493,36,43,48,3,5,3,1,4,4,42,69,43,2
1052,Beatrice Riddell,45454291,10,27,18,7,5,5,5,3,4,73,87,76,3
1053,Brian Hernandez,62155709,69,82,53,5,2,2,4,6,4,56,89,98,1
1054,Dan Cantrell,81672732,76,29,25,0,3,3,1,5,2,61,35,51,0
1055,Linda Johnston,38038496,37,51,69,5,4,4,5,3,4,72,85,73,1
1056,Jose Coffland,73336765,49,69,49,4,4,7,4,3,1,51,75,64,4
1057,Vickie Mills,72524572,53,36,46,6,2,6,3,2,4,62,74,95,5
1058,Samuel Smith,55419015,34,31,60,2,4,1,1,6,3,39,74,58,2
1059,Joseph Sylvester,25537929,25,69,33,6,5,2,8,1,1,70,55,66,3
1060,James Guzman,1179021,40,43,41,5,3,5,4,8,7,57,73,70,3
1061,Cathy Rodriguez,61816319,40,64,39,5,2,1,2,4,5,51,74,83,1
1062,Thomas Phuong,14499092,62,64,56,5,1,0,5,5,3,53,72,88,1
1063,Katie Biron,22140097,62,52,4,2,5,2,3,4,5,76,58,41,2
1064,William Arsenault,99680339,43,56,45,5,5,4,5,5,4,78,67,70,2
1065,Emory Loveland,34457404,42,18,50,0,2,3,2,6,4,39,70,63,2
1066,Nicole Calderin,93132405,35,16,38,3,3,2,8,3,2,54,68,58,4
1067,Joe Gonzales,85086428,28,29,38,4,7,2,3,5,4,74,84,64,0
1068,Don Jenson,69037017,40,43,47,2,3,4,3,2,4,61,48,90,5
1069,Laine Knight,90407694,44,59,57,6,6,6,2,1,4,50,84,80,4
1070,Lucila Phillips,61097796,28,87,41,4,2,5,1,6,3,76,45,77,5
1071,Andrea Richey,70473283,40,60,14,3,0,1,4,2,6,67,87,70,1
1072,David Kraus,27967749,11,32,24,3,1,0,0,5,1,82,54,47,0
1073,Wendy Glowacky,83727724,52,74,8,6,3,,4,4,3,63,42,80,5
1074,Sheila Jung,94570695,12,45,18,9,7,9,2,4,5,64,78,40,3
1075,Renee Likio,86342060,27,51,72,7,4,5,2,2,4,47,62,73,4
1076,Della Wesler,44679917,77,94,3,7,2,2,5,7,1,68,85,83,1
1077,Gloria Hacker,67108203,31,47,31,5,3,3,2,6,2,66,65,65,1
1078,Allen Baker,13136713,49,68,45,6,6,4,4,6,4,49,54,68,3
1079,Cesar Dodson,51842030,16,70,0,4,1,0,2,2,5,67,63,80,1
1080,Ruth Winston,5000685,72,41,12,2,3,3,3,3,2,65,45,50,0
1081,John Fitch,54539681,33,45,1,6,5,4,6,1,1,65,63,71,3
1082,Lester Leisure,16778365,59,60,52,3,5,6,3,5,2,62,93,82,4
1083,John Solomon,21064330,53,32,1,6,1,6,0,5,1,65,39,56,5
1084,Kimberly Hernandez,38511417,32,41,35,4,4,3,3,6,4,69,65,69,1
1085,Vernon Wadding,61003185,48,18,40,2,4,3,1,4,4,75,66,82,4
1086,Barbara Stewart,30325007,29,24,65,5,5,5,1,3,4,79,97,90,4
1087,Betty Doe,16719955,15,76,72,5,9,3,5,4,2,85,80,51,2
1088,Harriet Lynch,89320302,36,0,39,3,3,3,5,5,2,74,66,75,0
1089,Patricia Weathers,92177249,37,53,45,6,6,9,0,1,3,58,72,86,4
1090,Corey Anderson,28234733,74,6,74,4,6,6,7,8,4,54,56,79,0
1091,Jeff Neumann,86147105,60,47,15,3,7,4,1,4,5,72,52,49,0
1092,Ima Rios,94950162,64,28,49,4,3,6,4,5,5,41,79,82,5
1093,John Grady,68323394,54,35,55,3,3,3,5,3,6,53,49,89,5
1094,Jim Rundle,68367262,0,81,65,4,6,6,4,7,2,71,74,34,2
1095,Jose Smith,39641302,17,35,34,3,2,8,0,0,4,67,79,93,4
1096,Will Lester,13515050,34,51,44,5,3,6,1,2,1,73,71,88,5
1097,Jason Jordan,58159321,86,31,32,6,6,9,2,6,3,64,38,61,0
1098,Marilynn Horth,97767703,33,106,40,5,5,7,5,0,2,65,56,43,3
1099,Crystal Hernandez,32460080,1,60,44,4,2,4,5,3,2,68,82,77,3
1100,Floyd Reid,49800334,47,38,52,3,5,2,2,6,4,53,83,93,4
1101,Dorothy Goode,38563882,17,38,31,1,5,5,3,5,4,60,76,54,2
1102,Robert Howlett,53163021,31,48,44,5,4,6,0,2,4,45,64,85,4
1103,Homer Lebeouf,29802456,28,36,11,1,4,0,2,3,3,85,78,48,0
1104,Gretchen Becker,28137912,41,66,3,2,1,4,3,5,0,79,56,54,1
1105,Jean Williams,78213463,9,55,30,6,4,4,5,3,3,70,68,78,3
1106,Javier Swinney,34669478,80,12,39,2,10,5,8,3,2,55,83,79,0
1107,Angelina Embry,64152445,13,30,69,4,2,3,1,2,4,37,42,66,4
1108,Matthew Boutte,39213012,30,78,18,6,4,6,3,7,2,61,65,65,5
1109,Christopher Campbell,64243081,6,56,0,3,5,4,2,3,3,79,81,50,1
1110,Ora Miles,29757320,48,68,28,3,4,4,6,3,4,56,63,54,3
1111,Kenneth Franco,98925192,40,62,22,3,9,8,7,3,2,90,67,48,2
1112,Daniel Kuhlman,37337860,0,29,29,3,5,3,2,8,1,80,71,90,1
1113,Larry Marshall,92318341,22,46,22,4,3,5,0,6,2,67,57,65,5
1114,Charmaine Crowder,63885502,51,63,66,4,0,5,4,3,4,47,78,69,1
1115,Dane Wools,840865,51,49,38,4,6,3,4,4,4,70,70,52,0
1116,Claire Miles,57853512,43,51,6,1,0,2,3,9,0,71,72,79,1
1117,Jose Austin,49812414,2,17,29,3,5,2,4,9,0,85,38,76,1
1118,Mary Orrick,96123967,38,10,26,1,4,0,3,3,1,76,74,66,0
1119,Timothy Elliot,47627744,13,55,39,4,7,6,1,3,4,73,81,79,1
1120,Edward Dente,90173954,48,26,46,0,3,5,7,6,2,73,90,70,4
1121,Cheryl Sampere,42130692,0,28,6,5,8,2,3,6,2,99,73,76,1
1122,Shawna Hernandez,10426524,54,56,30,7,4,4,4,6,1,56,46,53,5
1123,Cindy Jessica,67430150,47,43,11,7,2,5,4,5,3,52,63,72,5
1124,Marsha Teeters,26873201,54,49,36,5,3,7,3,5,5,58,94,50,2
1125,Diana Mccall,63327035,74,2,23,4,5,4,4,6,5,66,40,59,0
1126,Carrie Lowder,95223396,24,52,33,4,4,5,2,2,4,54,66,86,3
1127,Freddie Allen,41162913,52,25,35,5,3,3,2,2,1,63,53,75,5
1128,Heather Caccamise,98611323,29,88,64,4,4,3,5,4,2,73,55,64,2
1129,Kimberly Murat,57952801,55,18,2,2,3,4,3,6,4,76,44,63,0
1130,Brian Banchero,35771141,53,70,58,5,4,4,6,5,3,60,47,75,5
1131,Donald Johns,67312111,12,52,14,1,2,3,3,2,5,78,83,63,1
1132,Michael Hawthorne,44408723,72,22,29,4,4,8,4,7,5,24,83,51,5
1133,Rebecca Bowles,79654598,18,48,20,3,2,2,1,9,0,76,61,80,1
1134,Annie Rogers,76658814,36,44,42,3,4,1,2,5,4,45,88,65,2
1135,Jason Cramer,17526028,34,34,53,2,4,3,1,4,3,54,74,53,2
1136,Jacqueline Decaire,65947996,14,53,17,5,3,2,2,5,1,84,76,72,1
1137,Wendy Holland,91103255,41,23,0,0,3,2,0,2,0,,62,57,0
1138,John Rodriquez,32039012,8,43,24,3,8,4,0,5,6,63,45,66,1
1139,Justin Simcoe,44907387,19,11,1,6,6,4,6,2,9,84,79,84,3
1140,Ruth Moga,51950137,36,85,18,5,2,2,0,6,0,75,62,69,1
1141,John Taylor,3270441,52,63,72,4,0,0,5,4,3,67,92,100,1
1142,James Miller,46488371,52,46,54,4,4,4,3,6,3,55,65,48,2
1143,Mike Embree,29583581,16,32,22,4,5,3,4,0,6,95,95,93,3
1144,Robert Patterson,21974588,0,73,72,1,5,2,4,5,2,75,53,66,2
1145,Donald Mack,30923649,6,37,30,2,6,4,1,8,0,90,64,74,1
1146,Susan Ivy,32622871,48,42,25,4,3,4,5,3,6,74,81,62,3
1147,Nellie Norris,63198139,42,49,29,3,4,4,3,7,2,55,47,48,5
1148,Steve Simcox,46877107,29,55,31,4,6,6,0,3,4,52,89,96,4
1149,Frank Tasch,47050835,47,50,3,8,2,5,3,7,3,54,52,61,5
1150,Walter Peoples,91905176,46,59,44,3,7,3,5,5,2,51,81,56,2
1151,Elizabeth Reid,57881422,8,59,28,0,6,4,5,5,4,58,75,62,2
1152,Freddie Brewster,5715992,47,46,14,4,2,5,3,9,7,48,55,63,5
1153,John Gullatte,88938999,53,53,0,6,3,6,3,8,2,57,58,50,5
1154,Julie Delcour,24212665,52,57,23,4,6,3,3,3,4,71,60,45,0
1155,Viola Davenport,98573268,58,43,0,10,1,10,2,1,4,46,79,90,5
1156,Steven Whitman,30566344,81,3,22,0,4,4,3,2,1,56,48,58,0
1157,Robert Silmon,96771867,41,33,18,6,3,7,5,4,8,83,68,56,3
1158,Mark Fulkerson,51275985,54,25,8,3,4,2,2,4,2,70,79,60,0
1159,Ruth Ahrens,86652548,15,46,51,1,5,5,3,6,2,50,60,35,2
1160,Crystal Madrigal,75168523,6,69,59,5,2,6,4,1,7,85,75,86,3
1161,Alicia Zavala,7707238,6,7,42,2,2,6,3,3,4,75,77,69,4
1162,Thomas Wellman,58600244,49,60,70,5,2,5,3,3,3,55,85,74,4
1163,Daniel Linn,77302702,77,48,34,7,2,8,2,4,5,55,77,92,5
1164,Denise Garica,76401068,54,82,37,5,5,5,5,2,7,67,57,52,3
1165,John Ward,80778876,40,41,52,2,2,6,0,2,4,57,78,86,4
1166,Carol Duffy,48397592,22,44,7,4,3,1,2,4,4,83,66,65,1
1167,Bradly Kennedy,97520289,67,34,42,5,1,5,3,3,4,62,43,79,5
1168,Aurora Richardson,1402143,0,56,66,4,3,4,3,7,5,78,77,74,2
1169,Richard Anderson,10419292,65,31,35,2,3,3,2,2,0,60,56,53,0
1170,Helen Darden,54694579,32,69,38,3,5,0,4,5,5,48,88,76,2
1171,Anthony Bergeron,89801236,2,38,0,0,4,4,2,5,1,93,63,53,1
1172,Kevin Nemerofsky,89583924,56,61,22,8,0,10,1,2,5,50,70,96,5
